step,t_ms,e0,e1,e2,e3,e4,e5,e6,e7
1237,12.3700,-1.6498549956e+00,-1.5986485416e+00,-1.5441597128e+00,-1.4820366262e+00,-1.5692628308e+00,-1.4716737076e+00,-1.3680042986e+00,-1.2503737635e+00
1238,12.3800,-1.6454865933e+00,-1.5946894352e+00,-1.5406457983e+00,-1.4790442632e+00,-1.5657483333e+00,-1.4685770994e+00,-1.3653300827e+00,-1.2481574507e+00
1239,12.3900,-1.6419550934e+00,-1.5916159526e+00,-1.5380668132e+00,-1.4770393736e+00,-1.5631534483e+00,-1.4664720388e+00,-1.3637210100e+00,-1.2470850243e+00
1240,12.4000,-1.6384987459e+00,-1.5886157165e+00,-1.5355591777e+00,-1.4751038333e+00,-1.5606324380e+00,-1.4644345298e+00,-1.3621730912e+00,-1.2460669194e+00
1241,12.4100,-1.6332356058e+00,-1.5837338320e+00,-1.5310907133e+00,-1.4711178486e+00,-1.5561471154e+00,-1.4603670316e+00,-1.3585302993e+00,-1.2428859698e+00
1242,12.4200,-1.6270023855e+00,-1.5778399230e+00,-1.5255670179e+00,-1.4660290765e+00,-1.5506092723e+00,-1.4552037862e+00,-1.3537504344e+00,-1.2385259323e+00
1243,12.4300,-1.6209818813e+00,-1.5721830557e+00,-1.5203039608e+00,-1.4612243192e+00,-1.5453134621e+00,-1.4503373996e+00,-1.3493250588e+00,-1.2345827855e+00
1244,12.4400,-1.6145642304e+00,-1.5661125426e+00,-1.5146096780e+00,-1.4559682809e+00,-1.5395868852e+00,-1.4450232558e+00,-1.3444348517e+00,-1.2301564389e+00
1245,12.4500,-1.6083558083e+00,-1.5602547313e+00,-1.5091320213e+00,-1.4509336835e+00,-1.5340796365e+00,-1.4399271440e+00,-1.3397610003e+00,-1.2259444286e+00
1246,12.4600,-1.6022487979e+00,-1.5544974191e+00,-1.5037540034e+00,-1.4459978962e+00,-1.5286743498e+00,-1.4349279296e+00,-1.3351786654e+00,-1.2218179361e+00
1247,12.4700,-1.5963666001e+00,-1.5489689831e+00,-1.4986095335e+00,-1.4413014379e+00,-1.5235060520e+00,-1.4301638284e+00,-1.3308293034e+00,-1.2179219962e+00
1248,12.4800,-1.5904109112e+00,-1.5433649567e+00,-1.4933873984e+00,-1.4365251623e+00,-1.5182611713e+00,-1.4253193249e+00,-1.3263955652e+00,-1.2139373468e+00
1249,12.4900,-1.5845713377e+00,-1.5378787818e+00,-1.4882848921e+00,-1.4318704624e+00,-1.5131369198e+00,-1.4205951196e+00,-1.3220814840e+00,-1.2100713378e+00
1250,12.5000,-1.5787457960e+00,-1.5324066261e+00,-1.4831964087e+00,-1.4272298128e+00,-1.5080274830e+00,-1.4158842457e+00,-1.3177790715e+00,-1.2062150303e+00
1251,12.5100,-1.5727527033e+00,-1.5267980525e+00,-1.4779955693e+00,-1.4224932660e+00,-1.5027553003e+00,-1.4111176959e+00,-1.3135207372e+00,-1.2025005412e+00
1252,12.5200,-1.5651029593e+00,-1.5194690292e+00,-1.4710038821e+00,-1.4158830833e+00,-1.4956765349e+00,-1.4045063825e+00,-1.3073751172e+00,-1.1968499551e+00
1253,12.5300,-1.5574541725e+00,-1.5121374437e+00,-1.4640068483e+00,-1.4092655601e+00,-1.4885974067e+00,-1.3978837855e+00,-1.3012079086e+00,-1.1911674039e+00
1254,12.5400,-1.5509066667e+00,-1.5059587299e+00,-1.4582177424e+00,-1.4039191928e+00,-1.4827246124e+00,-1.3925211131e+00,-1.2963539377e+00,-1.1868549283e+00
1255,12.5500,-1.5440147210e+00,-1.4994405307e+00,-1.4520891806e+00,-1.3982273073e+00,-1.4764842246e+00,-1.3868379181e+00,-1.2912206532e+00,-1.1823005872e+00
1256,12.5600,-1.5365018272e+00,-1.4922801407e+00,-1.4452940469e+00,-1.3918387881e+00,-1.4695683010e+00,-1.3804718167e+00,-1.2853957719e+00,-1.1770434005e+00
1257,12.5700,-1.5292312520e+00,-1.4853645495e+00,-1.4387472293e+00,-1.3857036170e+00,-1.4629066373e+00,-1.3743530467e+00,-1.2798122237e+00,-1.1720221310e+00
1258,12.5800,-1.5219937747e+00,-1.4784815229e+00,-1.4322329549e+00,-1.3796016005e+00,-1.4562809176e+00,-1.3682643979e+00,-1.2742534090e+00,-1.1670203095e+00
1259,12.5900,-1.5148655599e+00,-1.4717078968e+00,-1.4258292715e+00,-1.3736128053e+00,-1.4497716623e+00,-1.3622833869e+00,-1.2687942481e+00,-1.1621106444e+00
1260,12.6000,-1.5075624214e+00,-1.4647537327e+00,-1.4192376709e+00,-1.3674259139e+00,-1.4430681772e+00,-1.3561117280e+00,-1.2631466719e+00,-1.1570132566e+00
1261,12.6100,-1.4995293610e+00,-1.4570509373e+00,-1.4118742016e+00,-1.3604366722e+00,-1.4355750904e+00,-1.3491587677e+00,-1.2567225173e+00,-1.1511401989e+00
1262,12.6200,-1.4916006772e+00,-1.4494559799e+00,-1.4046229490e+00,-1.3535654695e+00,-1.4281976545e+00,-1.3423198070e+00,-1.2504115247e+00,-1.1453802659e+00
1263,12.6300,-1.4848660037e+00,-1.4431097625e+00,-1.3986781754e+00,-1.3480658732e+00,-1.4221207052e+00,-1.3368453218e+00,-1.2455304543e+00,-1.1411212231e+00
1264,12.6400,-1.4772935298e+00,-1.4358813652e+00,-1.3918046801e+00,-1.3415850356e+00,-1.4151185174e+00,-1.3303973706e+00,-1.2396298566e+00,-1.1357952806e+00
1265,12.6500,-1.4696627649e+00,-1.4285923224e+00,-1.3848683630e+00,-1.3350393347e+00,-1.4080555759e+00,-1.3238830806e+00,-1.2336572701e+00,-1.1303913564e+00
1266,12.6600,-1.4621333288e+00,-1.4214058406e+00,-1.3780367990e+00,-1.3286019653e+00,-1.4011023796e+00,-1.3174720524e+00,-1.2277819302e+00,-1.1250789226e+00
1267,12.6700,-1.4540046579e+00,-1.4135843278e+00,-1.3705339858e+00,-1.3214543144e+00,-1.3934861087e+00,-1.3103513938e+00,-1.2211524970e+00,-1.1189675468e+00
1268,12.6800,-1.4442902663e+00,-1.4041096053e+00,-1.3613055126e+00,-1.3124980315e+00,-1.3841381699e+00,-1.3014427599e+00,-1.2126761955e+00,-1.1109448110e+00
1269,12.6900,-1.4344784905e+00,-1.3945290925e+00,-1.3519627875e+00,-1.3034185287e+00,-1.3746775193e+00,-1.2924111044e+00,-1.2040662550e+00,-1.1027769931e+00
1270,12.7000,-1.4248991149e+00,-1.3851877039e+00,-1.3428669706e+00,-1.2945955310e+00,-1.3654674630e+00,-1.2836309010e+00,-1.1957090256e+00,-1.0948635886e+00
1271,12.7100,-1.4145764857e+00,-1.3750790755e+00,-1.3329777835e+00,-1.2849483344e+00,-1.3554593258e+00,-1.2740369571e+00,-1.1865228459e+00,-1.0861046466e+00
1272,12.7200,-1.4035691804e+00,-1.3642501509e+00,-1.3223317646e+00,-1.2745044044e+00,-1.3446991639e+00,-1.2636497858e+00,-1.1765031580e+00,-1.0764706184e+00
1273,12.7300,-1.3924315285e+00,-1.3532766459e+00,-1.3115280851e+00,-1.2638906206e+00,-1.3337902847e+00,-1.2530870967e+00,-1.1662821603e+00,-1.0666097101e+00
1274,12.7400,-1.3818990141e+00,-1.3429370402e+00,-1.3013885248e+00,-1.2539746736e+00,-1.3235412456e+00,-1.2432198455e+00,-1.1567936764e+00,-1.0575218845e+00
1275,12.7500,-1.3722494319e+00,-1.3335144849e+00,-1.2922021946e+00,-1.2450530697e+00,-1.3142438216e+00,-1.2343403805e+00,-1.1483295524e+00,-1.0494978904e+00
1276,12.7600,-1.3641199421e+00,-1.3256887564e+00,-1.2846928901e+00,-1.2378980639e+00,-1.3066109665e+00,-1.2272212994e+00,-1.1417230095e+00,-1.0434362598e+00
1277,12.7700,-1.3558419499e+00,-1.3177056179e+00,-1.2770163389e+00,-1.2305641124e+00,-1.2988112086e+00,-1.2199252681e+00,-1.1349289094e+00,-1.0371751182e+00
1278,12.7800,-1.3471059031e+00,-1.3092578499e+00,-1.2688643930e+00,-1.2227376975e+00,-1.2905151264e+00,-1.2121584087e+00,-1.1276868290e+00,-1.0304864952e+00
1279,12.7900,-1.3391721608e+00,-1.3016461329e+00,-1.2615846850e+00,-1.2158252471e+00,-1.2830922302e+00,-1.2052965157e+00,-1.1213819244e+00,-1.0247700487e+00
1280,12.8000,-1.3311596361e+00,-1.2939527899e+00,-1.2542206394e+00,-1.2088257668e+00,-1.2755872336e+00,-1.1983461384e+00,-1.1149821941e+00,-1.0189521229e+00
1281,12.8100,-1.3226740995e+00,-1.2857569077e+00,-1.2463249503e+00,-1.2012644843e+00,-1.2675596134e+00,-1.1908319120e+00,-1.1079795414e+00,-1.0124929583e+00
1282,12.8200,-1.3149826822e+00,-1.2783930087e+00,-1.2393006409e+00,-1.1946182027e+00,-1.2603964843e+00,-1.1842306676e+00,-1.1019398163e+00,-1.0070510568e+00
1283,12.8300,-1.3073678693e+00,-1.2711024628e+00,-1.2323466906e+00,-1.1880394034e+00,-1.2533086191e+00,-1.1776932058e+00,-1.0959523780e+00,-1.0016491763e+00
1284,12.8400,-1.3000364606e+00,-1.2640968505e+00,-1.2256793687e+00,-1.1817492136e+00,-1.2465104529e+00,-1.1714413725e+00,-1.0902465078e+00,-9.9652453835e-01
1285,12.8500,-1.2927441709e+00,-1.2571300187e+00,-1.2190505134e+00,-1.1754972034e+00,-1.2397521225e+00,-1.1652265296e+00,-1.0845744715e+00,-9.9143005697e-01
1286,12.8600,-1.2848412326e+00,-1.2495215465e+00,-1.2117477921e+00,-1.1685353116e+00,-1.2323241720e+00,-1.1583054269e+00,-1.0781608234e+00,-9.8555738902e-01
1287,12.8700,-1.2768149677e+00,-1.2417789673e+00,-1.2043000604e+00,-1.1614166019e+00,-1.2247543492e+00,-1.1512271456e+00,-1.0715751846e+00,-9.7949742376e-01
1288,12.8800,-1.2687545272e+00,-1.2339999320e+00,-1.1968138390e+00,-1.1542575849e+00,-1.2171483335e+00,-1.1441068408e+00,-1.0649416570e+00,-9.7338336393e-01
1289,12.8900,-1.2597854609e+00,-1.2252756364e+00,-1.1883409649e+00,-1.1460612867e+00,-1.2085436357e+00,-1.1359701807e+00,-1.0572735994e+00,-9.6621344852e-01
1290,12.9000,-1.2500514349e+00,-1.2157596077e+00,-1.1790461351e+00,-1.1370061622e+00,-1.1991059454e+00,-1.1269918176e+00,-1.0487547470e+00,-9.5818163594e-01
1291,12.9100,-1.2412008127e+00,-1.2071683185e+00,-1.1707196497e+00,-1.1289686384e+00,-1.1906306745e+00,-1.1190268132e+00,-1.0413014226e+00,-9.5127226029e-01
1292,12.9200,-1.2329601112e+00,-1.1992068692e+00,-1.1630440723e+00,-1.1216058964e+00,-1.1828064280e+00,-1.1117319488e+00,-1.0345377721e+00,-9.4507389718e-01
1293,12.9300,-1.2246436634e+00,-1.1911568469e+00,-1.1552674848e+00,-1.1141295567e+00,-1.1748884488e+00,-1.1043194737e+00,-1.0276330637e+00,-9.3871044197e-01
1294,12.9400,-1.2156593586e+00,-1.1824048191e+00,-1.1467541620e+00,-1.1058789233e+00,-1.1662419074e+00,-1.0961327657e+00,-1.0199090786e+00,-9.3148081494e-01
1295,12.9500,-1.2068255904e+00,-1.1738071183e+00,-1.1383996487e+00,-1.0977927787e+00,-1.1577570855e+00,-1.0881068143e+00,-1.0123447795e+00,-9.2440969746e-01
1296,12.9600,-1.1979288117e+00,-1.1651434921e+00,-1.1299763351e+00,-1.0896348346e+00,-1.1492052013e+00,-1.0800080841e+00,-1.0047018410e+00,-9.1725355710e-01
1297,12.9700,-1.1892377488e+00,-1.1566903798e+00,-1.1217687843e+00,-1.0816988907e+00,-1.1408705676e+00,-1.0721287489e+00,-9.9728020427e-01,-9.1032057370e-01
1298,12.9800,-1.1816653010e+00,-1.1494027520e+00,-1.1147765776e+00,-1.0750354034e+00,-1.1337496059e+00,-1.0655118542e+00,-9.9116920697e-01,-9.0474954058e-01
1299,12.9900,-1.1743558280e+00,-1.1423860193e+00,-1.1080633617e+00,-1.0686596766e+00,-1.1269074349e+00,-1.0591812780e+00,-9.8535196604e-01,-8.9947999025e-01
1300,13.0000,-1.1672406593e+00,-1.1355649966e+00,-1.1015477561e+00,-1.0624841880e+00,-1.1202664645e+00,-1.0530473386e+00,-9.7972702740e-01,-8.9439844263e-01
1301,13.0100,-1.1602962977e+00,-1.1289142562e+00,-1.0952020167e+00,-1.0564781906e+00,-1.1137980075e+00,-1.0470807521e+00,-9.7426442454e-01,-8.8947401097e-01
1302,13.0200,-1.1532816644e+00,-1.1221893932e+00,-1.0887782332e+00,-1.0503898732e+00,-1.1072530661e+00,-1.0410313095e+00,-9.6871253469e-01,-8.8445336428e-01
1303,13.0300,-1.1448097291e+00,-1.1139466267e+00,-1.0807711662e+00,-1.0426424253e+00,-1.0991199261e+00,-1.0333419445e+00,-9.6146830527e-01,-8.7768324943e-01
1304,13.0400,-1.1366757059e+00,-1.1060538133e+00,-1.0731270624e+00,-1.0352730641e+00,-1.0913497516e+00,-1.0260276609e+00,-9.5461142082e-01,-8.7131377320e-01
1305,13.0500,-1.1286829288e+00,-1.0983025093e+00,-1.0656269006e+00,-1.0280535648e+00,-1.0837307918e+00,-1.0188552202e+00,-9.4788784152e-01,-8.6507089686e-01
1306,13.0600,-1.1207033308e+00,-1.0905589476e+00,-1.0581289169e+00,-1.0208301751e+00,-1.0761165840e+00,-1.0116777868e+00,-9.4114931959e-01,-8.5880228658e-01
1307,13.0700,-1.1130687123e+00,-1.0831677121e+00,-1.0509909642e+00,-1.0139754047e+00,-1.0688639201e+00,-1.0048660570e+00,-9.3478057424e-01,-8.5290760954e-01
1308,13.0800,-1.1055930293e+00,-1.0759363320e+00,-1.0440138648e+00,-1.0072826093e+00,-1.0617741513e+00,-9.9821434758e-01,-9.2856887053e-01,-8.4716664616e-01
1309,13.0900,-1.0978153988e+00,-1.0683947711e+00,-1.0367171452e+00,-1.0002580449e+00,-1.0543573776e+00,-9.9124062494e-01,-9.2204312794e-01,-8.4112233011e-01
1310,13.1000,-1.0897104718e+00,-1.0605151686e+00,-1.0290708921e+00,-9.9287031835e-01,-1.0465854264e+00,-9.8391224009e-01,-9.1516701125e-01,-8.3473568679e-01
1311,13.1100,-1.0809843141e+00,-1.0519710739e+00,-1.0207165349e+00,-9.8472804476e-01,-1.0381200658e+00,-9.7582504378e-01,-9.0746647277e-01,-8.2745555101e-01
1312,13.1200,-1.0719264677e+00,-1.0430770259e+00,-1.0119938135e+00,-9.7619783055e-01,-1.0292922783e+00,-9.6734821087e-01,-8.9934852523e-01,-8.1972822551e-01
1313,13.1300,-1.0636404736e+00,-1.0349953633e+00,-1.0041256833e+00,-9.6856897527e-01,-1.0213087101e+00,-9.5977318341e-01,-8.9219201103e-01,-8.1302768861e-01
1314,13.1400,-1.0558916725e+00,-1.0274766807e+00,-9.9684749688e-01,-9.6156009234e-01,-1.0139100090e+00,-9.5281704376e-01,-8.8568975379e-01,-8.0702040162e-01
1315,13.1500,-1.0483276224e+00,-1.0201434786e+00,-9.8975540171e-01,-9.5473783064e-01,-1.0066999918e+00,-9.4604508906e-01,-8.7936638597e-01,-8.0118551103e-01
1316,13.1600,-1.0409890338e+00,-1.0130394240e+00,-9.8289637567e-01,-9.4815311859e-01,-9.9972448142e-01,-9.3950852100e-01,-8.7327897177e-01,-7.9558685076e-01
1317,13.1700,-1.0338348074e+00,-1.0061227137e+00,-9.7622795395e-01,-9.4176285582e-01,-9.9294147147e-01,-9.3316393972e-01,-8.6738269953e-01,-7.9017812126e-01
1318,13.1800,-1.0262711109e+00,-9.9877906412e-01,-9.6911317658e-01,-9.3490283109e-01,-9.8570833608e-01,-9.2635774638e-01,-8.6101334465e-01,-7.8428343426e-01
1319,13.1900,-1.0182527418e+00,-9.9096175090e-01,-9.6150356572e-01,-9.2752239078e-01,-9.7797522858e-01,-9.1904090742e-01,-8.5412263801e-01,-7.7785517629e-01
1320,13.2000,-1.0104090458e+00,-9.8332127321e-01,-9.5407364574e-01,-9.2032567403e-01,-9.7042568093e-01,-9.1190345622e-01,-8.4740685760e-01,-7.7159704101e-01
1321,13.2100,-1.0032290211e+00,-9.7638276834e-01,-9.4738601533e-01,-9.1391658979e-01,-9.6360852666e-01,-9.0555397974e-01,-8.4153774638e-01,-7.6625154982e-01
1322,13.2200,-9.9664459495e-01,-9.7006265636e-01,-9.4134170520e-01,-9.0818044031e-01,-9.5743534885e-01,-8.9987072421e-01,-8.3635716006e-01,-7.6161920660e-01
1323,13.2300,-9.9025439308e-01,-9.6393740472e-01,-9.3549283250e-01,-9.0264022149e-01,-9.5145992234e-01,-8.9438130583e-01,-8.3136608346e-01,-7.5717125476e-01
1324,13.2400,-9.8394041887e-01,-9.5788916581e-01,-9.2972194551e-01,-8.9717927545e-01,-9.4556439820e-01,-8.8896918069e-01,-8.2644941296e-01,-7.5279438129e-01
1325,13.2500,-9.7767614837e-01,-9.5189027595e-01,-9.2400001695e-01,-8.9176678007e-01,-9.3971902246e-01,-8.8360459038e-01,-8.2157749655e-01,-7.4845903686e-01
1326,13.2600,-9.7155214569e-01,-9.4602965030e-01,-9.1841458013e-01,-8.8648921729e-01,-9.3401451018e-01,-8.7837135312e-01,-8.1682709551e-01,-7.4423450228e-01
1327,13.2700,-9.6541256160e-01,-9.4015344589e-01,-9.1281357926e-01,-8.8119610794e-01,-9.2829469009e-01,-8.7312232944e-01,-8.1206032073e-01,-7.3999281012e-01
1328,13.2800,-9.5938948699e-01,-9.3439463384e-01,-9.0733082299e-01,-8.7602211547e-01,-9.2269404338e-01,-8.6799143535e-01,-8.0741038687e-01,-7.3586632668e-01
1329,13.2900,-9.5351055681e-01,-9.2878135795e-01,-9.0199506483e-01,-8.7099677248e-01,-9.1724205551e-01,-8.6300740184e-01,-8.0290522532e-01,-7.3188209583e-01
1330,13.3000,-9.4766548004e-01,-9.2319656097e-01,-8.9668203439e-01,-8.6598748199e-01,-9.1181414260e-01,-8.5803966975e-01,-7.9840873644e-01,-7.2789843282e-01
1331,13.3100,-9.4128696893e-01,-9.1704382936e-01,-8.9076448929e-01,-8.6033182337e-01,-9.0578454650e-01,-8.5243170343e-01,-7.9323447288e-01,-7.2319755046e-01
1332,13.3200,-9.3561343357e-01,-9.1163714492e-01,-8.8563627692e-01,-8.5551434508e-01,-9.0053532968e-01,-8.4766039861e-01,-7.8895472247e-01,-7.1945454408e-01
1333,13.3300,-9.3012639598e-01,-9.0642902023e-01,-8.8071932124e-01,-8.5092246357e-01,-8.9549577206e-01,-8.4311330750e-01,-7.8491394736e-01,-7.1596651933e-01
1334,13.3400,-9.2469680923e-01,-9.0127706599e-01,-8.7585723996e-01,-8.4638408792e-01,-8.9051310023e-01,-8.3861817043e-01,-7.8091980920e-01,-7.1251912112e-01
1335,13.3500,-9.1926041212e-01,-8.9611264677e-01,-8.7097656729e-01,-8.4181993008e-01,-8.8551273984e-01,-8.3409796150e-01,-7.7689321337e-01,-7.0903127256e-01
1336,13.3600,-9.1214465508e-01,-8.8918859755e-01,-8.6425091697e-01,-8.3531305485e-01,-8.7866983871e-01,-8.2765257359e-01,-7.7085988773e-01,-7.0344998802e-01
1337,13.3700,-9.0517998224e-01,-8.8241864585e-01,-8.5768283327e-01,-8.2896813429e-01,-8.7198634952e-01,-8.2136648142e-01,-7.6498523778e-01,-6.9802635486e-01
1338,13.3800,-8.9839545658e-01,-8.7582976639e-01,-8.5129719700e-01,-8.2280780237e-01,-8.6548825129e-01,-8.1526183557e-01,-7.5928775250e-01,-6.9277518818e-01
1339,13.3900,-8.9097824191e-01,-8.6856095270e-01,-8.4418391077e-01,-8.1586910093e-01,-8.5828066161e-01,-8.0837192796e-01,-7.5272730103e-01,-6.8657765414e-01
1340,13.4000,-8.8372169370e-01,-8.6145738952e-01,-8.3724071648e-01,-8.0910591941e-01,-8.5124308464e-01,-8.0165658232e-01,-7.4634595650e-01,-6.8056392508e-01
1341,13.4100,-8.7678926825e-01,-8.5468770354e-01,-8.3064165824e-01,-8.0269842398e-01,-8.4454920409e-01,-7.9529503621e-01,-7.4032835364e-01,-6.7492432162e-01
1342,13.4200,-8.6973839924e-01,-8.4779551191e-01,-8.2391589087e-01,-7.9615956336e-01,-8.3772955646e-01,-7.8880217267e-01,-7.3417370732e-01,-6.6914133631e-01
1343,13.4300,-8.6176775584e-01,-8.3993016372e-01,-8.1616249802e-01,-7.8853429564e-01,-8.2989853314e-01,-7.8121936064e-01,-7.2684882929e-01,-6.6210195014e-01
1344,13.4400,-8.5435208066e-01,-8.3264523894e-01,-8.0901625628e-01,-7.8154603428e-01,-8.2266902322e-01,-7.7427303966e-01,-7.2019710441e-01,-6.5577638538e-01
1345,13.4500,-8.4718072045e-01,-8.2561899284e-01,-8.0214370946e-01,-7.7484813787e-01,-8.1570932574e-01,-7.6761750297e-01,-7.1385833682e-01,-6.4978857468e-01
1346,13.4600,-8.4089840216e-01,-8.1952721338e-01,-7.9625315386e-01,-7.6918515095e-01,-8.0971951914e-01,-7.6199790149e-01,-7.0862515488e-01,-6.4498428613e-01
1347,13.4700,-8.3581003489e-01,-8.1469152983e-01,-7.9168380179e-01,-7.6491629212e-01,-8.0503723833e-01,-7.5777062750e-01,-7.0487170319e-01,-6.4175562789e-01
1348,13.4800,-8.3091284337e-01,-8.1005582080e-01,-7.8732353661e-01,-7.6086663341e-01,-8.0056367870e-01,-7.5376085481e-01,-7.0134411506e-01,-6.3876127832e-01
1349,13.4900,-8.2606402964e-01,-8.0546729756e-01,-7.8300905840e-01,-7.5686101618e-01,-7.9613755361e-01,-7.4979397459e-01,-6.9785427696e-01,-6.3579852404e-01
1350,13.5000,-8.2135742267e-01,-8.0102166868e-01,-7.7883809847e-01,-7.5299948710e-01,-7.9185623229e-01,-7.4596996533e-01,-6.9450511832e-01,-6.3297380113e-01
1351,13.5100,-8.1587128914e-01,-7.9574495742e-01,-7.7378298099e-01,-7.4819572357e-01,-7.8670632424e-01,-7.4120097782e-01,-6.9013333256e-01,-6.2904320747e-01
1352,13.5200,-8.1134223124e-01,-7.9148324113e-01,-7.6980329494e-01,-7.4453452208e-01,-7.8261464873e-01,-7.3757742869e-01,-6.8699864981e-01,-6.2645193740e-01
1353,13.5300,-8.0692722410e-01,-7.8733730600e-01,-7.6594099818e-01,-7.4099225823e-01,-7.7864122581e-01,-7.3407170052e-01,-6.8398064051e-01,-6.2397523691e-01
1354,13.5400,-8.0144545711e-01,-7.8206935569e-01,-7.6089856419e-01,-7.3620414167e-01,-7.7349542346e-01,-7.2932642461e-01,-6.7965625217e-01,-6.2012090586e-01
1355,13.5500,-7.9512031724e-01,-7.7591458142e-01,-7.5492254254e-01,-7.3042798451e-01,-7.6741543647e-01,-7.2360485158e-01,-6.7431424422e-01,-6.1520470585e-01
1356,13.5600,-7.8915752541e-01,-7.7013251064e-01,-7.4933028053e-01,-7.2504833862e-01,-7.6171959539e-01,-7.1827680392e-01,-6.6937465465e-01,-6.1070001374e-01
1357,13.5700,-7.8347087265e-01,-7.6463248370e-01,-7.4402639760e-01,-7.1996441466e-01,-7.5631366252e-01,-7.1324160646e-01,-6.6473040359e-01,-6.0649293597e-01
1358,13.5800,-7.7801960029e-01,-7.5937363790e-01,-7.3896981355e-01,-7.1513473827e-01,-7.5115519461e-01,-7.0845910912e-01,-6.6034388282e-01,-6.0254877977e-01
1359,13.5900,-7.7260971075e-01,-7.5415572087e-01,-7.3395378463e-01,-7.1034535765e-01,-7.4603878949e-01,-7.0371554742e-01,-6.5599275470e-01,-5.9863581463e-01
1360,13.6000,-7.6711618947e-01,-7.4885235988e-01,-7.2885056488e-01,-7.0546705120e-01,-7.4083610316e-01,-6.9888250451e-01,-6.5154868852e-01,-5.9462599573e-01
1361,13.6100,-7.6250549498e-01,-7.4448464771e-01,-7.2473833075e-01,-7.0164165486e-01,-7.3661035479e-01,-6.9510313983e-01,-6.4823825987e-01,-5.9183848102e-01
1362,13.6200,-7.5800347382e-01,-7.4022803580e-01,-7.2073970136e-01,-6.9793264550e-01,-7.3249890535e-01,-6.9143899752e-01,-6.4504377847e-01,-5.8916752862e-01
1363,13.6300,-7.5267732174e-01,-7.3509596327e-01,-7.1581228356e-01,-6.9323570551e-01,-7.2747152356e-01,-6.8678696820e-01,-6.4078842463e-01,-5.8535719882e-01
1364,13.6400,-7.4761100375e-01,-7.3022973951e-01,-7.1115703894e-01,-6.8881802575e-01,-7.2271676649e-01,-6.8241242856e-01,-6.3681522346e-01,-5.8183368745e-01
1365,13.6500,-7.4276522568e-01,-7.2558781713e-01,-7.0673015330e-01,-6.8463341896e-01,-7.1819165716e-01,-6.7826887386e-01,-6.3307410297e-01,-5.7854319112e-01
1366,13.6600,-7.3812451745e-01,-7.2115452951e-01,-7.0251556909e-01,-6.8066515040e-01,-7.1387949304e-01,-6.7434029242e-01,-6.2954969039e-01,-5.7547092522e-01
1367,13.6700,-7.3345529339e-01,-7.1669201831e-01,-6.9827106421e-01,-6.7666625052e-01,-7.0953785474e-01,-6.7038077474e-01,-6.2599267910e-01,-5.7236407391e-01
1368,13.6800,-7.2888754732e-01,-7.1233364014e-01,-6.9413350489e-01,-6.7277749056e-01,-7.0530355080e-01,-6.6653039908e-01,-6.2254639654e-01,-5.6936938157e-01
1369,13.6900,-7.2430761118e-01,-7.0796205186e-01,-6.8998169584e-01,-6.6887335786e-01,-7.0105558079e-01,-6.6266433220e-01,-6.1908226340e-01,-5.6635438965e-01
1370,13.7000,-7.1973774242e-01,-7.0359929239e-01,-6.8583743353e-01,-6.6497537006e-01,-6.9681620732e-01,-6.5880371462e-01,-6.1562013176e-01,-5.6333739954e-01
1371,13.7100,-7.1546476793e-01,-6.9953875846e-01,-6.8200097030e-01,-6.6139142145e-01,-6.9288562537e-01,-6.5525505819e-01,-6.1247292620e-01,-5.6063829056e-01
1372,13.7200,-7.1127236322e-01,-6.9556112757e-01,-6.7824986243e-01,-6.5789559197e-01,-6.8904045412e-01,-6.5179392328e-01,-6.0941527650e-01,-5.5803082703e-01
1373,13.7300,-7.0715752927e-01,-6.9165994631e-01,-6.7457414045e-01,-6.5447414452e-01,-6.8527228406e-01,-6.4840587938e-01,-6.0642653390e-01,-5.5548762622e-01
1374,13.7400,-7.0370016730e-01,-6.8844879808e-01,-6.7162306691e-01,-6.5181692550e-01,-6.8222322290e-01,-6.4577924560e-01,-6.0424290126e-01,-5.5379804898e-01
1375,13.7500,-6.9970222014e-01,-6.8466689474e-01,-6.6806944924e-01,-6.4852128409e-01,-6.7857783573e-01,-6.4251565267e-01,-6.0138070259e-01,-5.5138449843e-01
1376,13.7600,-6.9437496273e-01,-6.7948063928e-01,-6.6303295270e-01,-6.4365488369e-01,-6.7346406591e-01,-6.3768543908e-01,-5.9685183714e-01,-5.4719581377e-01
1377,13.7700,-6.8912189057e-01,-6.7437193186e-01,-6.5807762179e-01,-6.3887382281e-01,-6.6843113955e-01,-6.3293999376e-01,-5.9241158371e-01,-5.4309969577e-01
1378,13.7800,-6.8374736710e-01,-6.6913051009e-01,-6.5297773738e-01,-6.3393483188e-01,-6.6325604428e-01,-6.2803719532e-01,-5.8779876862e-01,-5.3881472878e-01
